Bundesliga,Germany,2003-2004
Matchday,Home Team,Away Team,Goals Home,Goals Away,Points Home,Points Away
1,VfL Wolfsburg,VfL Bochum,3,2,3,0
1,1.FC Kaiserslautern,TSV 1860 Muenchen,0,1,0,3
1,Borussia Mgladbach,1.FC Koeln,1,0,3,0
1,Hertha BSC,SV Werder Bremen,0,3,0,3
1,FC Hansa Rostock,VfB Stuttgart,0,2,0,3
1,Bayer Leverkusen,SC Freiburg,4,1,3,0
1,FC Bayern Muenchen,Eintracht Frankfurt,3,1,3,0
1,Hamburger SV,Hannover 96,0,3,0,3
1,Schalke 04,Borussia Dortmund,2,2,1,1
2,Hannover 96,FC Bayern Muenchen,3,3,1,1
2,Eintracht Frankfurt,Bayer Leverkusen,1,2,0,3
2,SC Freiburg,FC Hansa Rostock,2,2,1,1
2,VfB Stuttgart,Hertha BSC,0,0,1,1
2,SV Werder Bremen,Borussia Mgladbach,1,1,1,1
2,1.FC Koeln,1.FC Kaiserslautern,1,2,0,3
2,TSV 1860 Muenchen,Schalke 04,1,1,1,1
2,Borussia Dortmund,VfL Wolfsburg,4,0,3,0
2,VfL Bochum,Hamburger SV,1,1,1,1
3,VfL Wolfsburg,Hamburger SV,5,1,3,0
3,1.FC Kaiserslautern,SV Werder Bremen,0,1,0,3
3,Borussia Mgladbach,VfB Stuttgart,0,1,0,3
3,Hertha BSC,SC Freiburg,0,0,1,1
3,FC Hansa Rostock,Eintracht Frankfurt,3,0,3,0
3,Bayer Leverkusen,Hannover 96,4,0,3,0
3,FC Bayern Muenchen,VfL Bochum,2,0,3,0
3,Borussia Dortmund,TSV 1860 Muenchen,3,1,3,0
3,Schalke 04,1.FC Koeln,2,1,3,0
4,Hannover 96,FC Hansa Rostock,3,3,1,1
4,Eintracht Frankfurt,Hertha BSC,0,0,1,1
4,SC Freiburg,Borussia Mgladbach,4,1,3,0
4,VfB Stuttgart,1.FC Kaiserslautern,2,0,3,0
4,SV Werder Bremen,Schalke 04,4,1,3,0
4,1.FC Koeln,Borussia Dortmund,1,0,3,0
4,TSV 1860 Muenchen,VfL Wolfsburg,1,0,3,0
4,Hamburger SV,FC Bayern Muenchen,0,2,0,3
4,VfL Bochum,Bayer Leverkusen,1,0,3,0
5,VfL Wolfsburg,FC Bayern Muenchen,3,2,3,0
5,1.FC Kaiserslautern,SC Freiburg,2,2,1,1
5,Borussia Mgladbach,Eintracht Frankfurt,0,2,0,3
5,Hertha BSC,Hannover 96,2,3,0,3
5,FC Hansa Rostock,VfL Bochum,0,2,0,3
5,Bayer Leverkusen,Hamburger SV,1,0,3,0
5,TSV 1860 Muenchen,1.FC Koeln,2,1,3,0
5,Borussia Dortmund,SV Werder Bremen,2,1,3,0
5,Schalke 04,VfB Stuttgart,0,0,1,1
6,Hannover 96,Borussia Mgladbach,2,0,3,0
6,Eintracht Frankfurt,1.FC Kaiserslautern,1,3,0,3
6,SC Freiburg,Schalke 04,2,1,3,0
6,VfB Stuttgart,Borussia Dortmund,1,0,3,0
6,SV Werder Bremen,TSV 1860 Muenchen,2,1,3,0
6,1.FC Koeln,VfL Wolfsburg,2,3,0,3
6,FC Bayern Muenchen,Bayer Leverkusen,3,3,1,1
6,Hamburger SV,FC Hansa Rostock,2,1,3,0
6,VfL Bochum,Hertha BSC,2,2,1,1
7,VfL Wolfsburg,Bayer Leverkusen,0,1,0,3
7,1.FC Kaiserslautern,Hannover 96,1,0,3,0
7,Borussia Mgladbach,VfL Bochum,2,2,1,1
7,Hertha BSC,Hamburger SV,1,1,1,1
7,FC Hansa Rostock,FC Bayern Muenchen,1,2,0,3
7,1.FC Koeln,SV Werder Bremen,1,4,0,3
7,TSV 1860 Muenchen,VfB Stuttgart,0,3,0,3
7,Borussia Dortmund,SC Freiburg,1,0,3,0
7,Schalke 04,Eintracht Frankfurt,1,1,1,1
8,Hannover 96,Schalke 04,1,2,0,3
8,Eintracht Frankfurt,Borussia Dortmund,0,1,0,3
8,SC Freiburg,TSV 1860 Muenchen,1,0,3,0
8,VfB Stuttgart,1.FC Koeln,0,0,1,1
8,SV Werder Bremen,VfL Wolfsburg,5,3,3,0
8,Bayer Leverkusen,FC Hansa Rostock,3,0,3,0
8,FC Bayern Muenchen,Hertha BSC,4,1,3,0
8,Hamburger SV,Borussia Mgladbach,2,1,3,0
8,VfL Bochum,1.FC Kaiserslautern,4,0,3,0
9,VfL Wolfsburg,FC Hansa Rostock,3,1,3,0
9,1.FC Kaiserslautern,Hamburger SV,4,0,3,0
9,Borussia Mgladbach,FC Bayern Muenchen,0,0,1,1
9,Hertha BSC,Bayer Leverkusen,1,4,0,3
9,SV Werder Bremen,VfB Stuttgart,1,3,0,3
9,1.FC Koeln,SC Freiburg,1,0,3,0
9,TSV 1860 Muenchen,Eintracht Frankfurt,1,0,3,0
9,Borussia Dortmund,Hannover 96,6,2,3,0
9,Schalke 04,VfL Bochum,0,2,0,3
10,Hannover 96,TSV 1860 Muenchen,1,1,1,1
10,Eintracht Frankfurt,1.FC Koeln,2,0,3,0
10,SC Freiburg,SV Werder Bremen,2,4,0,3
10,VfB Stuttgart,VfL Wolfsburg,1,0,3,0
10,FC Hansa Rostock,Hertha BSC,0,1,0,3
10,Bayer Leverkusen,Borussia Mgladbach,1,0,3,0
10,FC Bayern Muenchen,1.FC Kaiserslautern,4,1,3,0
10,Hamburger SV,Schalke 04,2,2,1,1
10,VfL Bochum,Borussia Dortmund,3,0,3,0
11,VfL Wolfsburg,Hertha BSC,3,0,3,0
11,1.FC Kaiserslautern,Bayer Leverkusen,0,0,1,1
11,Borussia Mgladbach,FC Hansa Rostock,1,1,1,1
11,VfB Stuttgart,SC Freiburg,4,1,3,0
11,SV Werder Bremen,Eintracht Frankfurt,3,1,3,0
11,1.FC Koeln,Hannover 96,1,2,0,3
11,TSV 1860 Muenchen,VfL Bochum,3,1,3,0
11,Borussia Dortmund,Hamburger SV,3,2,3,0
11,Schalke 04,FC Bayern Muenchen,2,0,3,0
12,Hannover 96,SV Werder Bremen,1,5,0,3
12,Eintracht Frankfurt,VfB Stuttgart,0,2,0,3
12,SC Freiburg,VfL Wolfsburg,3,2,3,0
12,Hertha BSC,Borussia Mgladbach,2,1,3,0
12,FC Hansa Rostock,1.FC Kaiserslautern,4,0,3,0
12,Bayer Leverkusen,Schalke 04,3,1,3,0
12,FC Bayern Muenchen,Borussia Dortmund,4,1,3,0
12,Hamburger SV,TSV 1860 Muenchen,3,1,3,0
12,VfL Bochum,1.FC Koeln,4,0,3,0
13,VfL Wolfsburg,Borussia Mgladbach,1,3,0,3
13,1.FC Kaiserslautern,Hertha BSC,4,2,3,0
13,SC Freiburg,Eintracht Frankfurt,1,0,3,0
13,VfB Stuttgart,Hannover 96,3,1,3,0
13,SV Werder Bremen,VfL Bochum,3,1,3,0
13,1.FC Koeln,Hamburger SV,0,1,0,3
13,TSV 1860 Muenchen,FC Bayern Muenchen,0,1,0,3
13,Borussia Dortmund,Bayer Leverkusen,2,2,1,1
13,Schalke 04,FC Hansa Rostock,0,1,0,3
14,Hannover 96,SC Freiburg,3,0,3,0
14,Eintracht Frankfurt,VfL Wolfsburg,3,2,3,0
14,Borussia Mgladbach,1.FC Kaiserslautern,2,1,3,0
14,Hertha BSC,Schalke 04,1,3,0,3
14,FC Hansa Rostock,Borussia Dortmund,2,1,3,0
14,Bayer Leverkusen,TSV 1860 Muenchen,2,2,1,1
14,FC Bayern Muenchen,1.FC Koeln,2,2,1,1
14,Hamburger SV,SV Werder Bremen,1,1,1,1
14,VfL Bochum,VfB Stuttgart,0,0,1,1
15,VfL Wolfsburg,1.FC Kaiserslautern,4,1,3,0
15,Eintracht Frankfurt,Hannover 96,2,2,1,1
15,SC Freiburg,VfL Bochum,4,2,3,0
15,VfB Stuttgart,Hamburger SV,0,0,1,1
15,SV Werder Bremen,FC Bayern Muenchen,1,1,1,1
15,1.FC Koeln,Bayer Leverkusen,0,0,1,1
15,TSV 1860 Muenchen,FC Hansa Rostock,1,4,0,3
15,Borussia Dortmund,Hertha BSC,1,1,1,1
15,Schalke 04,Borussia Mgladbach,2,1,3,0
16,VfL Wolfsburg,Hannover 96,2,1,3,0
16,1.FC Kaiserslautern,Schalke 04,0,2,0,3
16,Borussia Mgladbach,Borussia Dortmund,2,1,3,0
16,Hertha BSC,TSV 1860 Muenchen,1,1,1,1
16,FC Hansa Rostock,1.FC Koeln,1,1,1,1
16,Bayer Leverkusen,SV Werder Bremen,1,3,0,3
16,FC Bayern Muenchen,VfB Stuttgart,1,0,3,0
16,Hamburger SV,SC Freiburg,4,1,3,0
16,VfL Bochum,Eintracht Frankfurt,1,0,3,0
17,Hannover 96,VfL Bochum,2,2,1,1
17,Eintracht Frankfurt,Hamburger SV,2,3,0,3
17,SC Freiburg,FC Bayern Muenchen,0,6,0,3
17,VfB Stuttgart,Bayer Leverkusen,2,3,0,3
17,SV Werder Bremen,FC Hansa Rostock,3,0,3,0
17,1.FC Koeln,Hertha BSC,3,0,3,0
17,TSV 1860 Muenchen,Borussia Mgladbach,1,2,0,3
17,Borussia Dortmund,1.FC Kaiserslautern,1,1,1,1
17,Schalke 04,VfL Wolfsburg,1,1,1,1
18,VfL Bochum,VfL Wolfsburg,1,0,3,0
18,TSV 1860 Muenchen,1.FC Kaiserslautern,2,1,3,0
18,1.FC Koeln,Borussia Mgladbach,1,0,3,0
18,SV Werder Bremen,Hertha BSC,4,0,3,0
18,VfB Stuttgart,FC Hansa Rostock,2,0,3,0
18,SC Freiburg,Bayer Leverkusen,1,0,3,0
18,Eintracht Frankfurt,FC Bayern Muenchen,1,1,1,1
18,Hannover 96,Hamburger SV,3,2,3,0
18,Borussia Dortmund,Schalke 04,0,1,0,3
19,FC Bayern Muenchen,Hannover 96,3,1,3,0
19,Bayer Leverkusen,Eintracht Frankfurt,1,2,0,3
19,FC Hansa Rostock,SC Freiburg,4,1,3,0
19,Hertha BSC,VfB Stuttgart,1,0,3,0
19,Borussia Mgladbach,SV Werder Bremen,1,2,0,3
19,1.FC Kaiserslautern,1.FC Koeln,1,0,3,0
19,Schalke 04,TSV 1860 Muenchen,0,0,1,1
19,VfL Wolfsburg,Borussia Dortmund,2,4,0,3
19,Hamburger SV,VfL Bochum,1,1,1,1
20,Hamburger SV,VfL Wolfsburg,2,0,3,0
20,SV Werder Bremen,1.FC Kaiserslautern,1,0,3,0
20,VfB Stuttgart,Borussia Mgladbach,1,1,1,1
20,SC Freiburg,Hertha BSC,2,3,0,3
20,Eintracht Frankfurt,FC Hansa Rostock,1,1,1,1
20,Hannover 96,Bayer Leverkusen,2,2,1,1
20,VfL Bochum,FC Bayern Muenchen,1,0,3,0
20,TSV 1860 Muenchen,Borussia Dortmund,0,2,0,3
20,1.FC Koeln,Schalke 04,0,2,0,3
21,FC Hansa Rostock,Hannover 96,3,1,3,0
21,Hertha BSC,Eintracht Frankfurt,1,2,0,3
21,Borussia Mgladbach,SC Freiburg,2,2,1,1
21,1.FC Kaiserslautern,VfB Stuttgart,1,0,3,0
21,Schalke 04,SV Werder Bremen,0,0,1,1
21,Borussia Dortmund,1.FC Koeln,1,0,3,0
21,VfL Wolfsburg,TSV 1860 Muenchen,3,1,3,0
21,FC Bayern Muenchen,Hamburger SV,1,0,3,0
21,Bayer Leverkusen,VfL Bochum,1,3,0,3
22,FC Bayern Muenchen,VfL Wolfsburg,2,0,3,0
22,SC Freiburg,1.FC Kaiserslautern,1,0,3,0
22,Eintracht Frankfurt,Borussia Mgladbach,3,1,3,0
22,Hannover 96,Hertha BSC,1,3,0,3
22,VfL Bochum,FC Hansa Rostock,0,0,1,1
22,Hamburger SV,Bayer Leverkusen,3,1,3,0
22,1.FC Koeln,TSV 1860 Muenchen,1,3,0,3
22,SV Werder Bremen,Borussia Dortmund,2,0,3,0
22,VfB Stuttgart,Schalke 04,0,0,1,1
23,Borussia Mgladbach,Hannover 96,1,0,3,0
23,1.FC Kaiserslautern,Eintracht Frankfurt,1,0,3,0
23,Schalke 04,SC Freiburg,3,0,3,0
23,Borussia Dortmund,VfB Stuttgart,0,2,0,3
23,TSV 1860 Muenchen,SV Werder Bremen,0,2,0,3
23,VfL Wolfsburg,1.FC Koeln,2,0,3,0
23,Bayer Leverkusen,FC Bayern Muenchen,1,3,0,3
23,FC Hansa Rostock,Hamburger SV,3,0,3,0
23,Hertha BSC,VfL Bochum,1,1,1,1
24,Bayer Leverkusen,VfL Wolfsburg,4,2,3,0
24,Hannover 96,1.FC Kaiserslautern,0,1,0,3
24,VfL Bochum,Borussia Mgladbach,1,0,3,0
24,Hamburger SV,Hertha BSC,2,0,3,0
24,FC Bayern Muenchen,FC Hansa Rostock,3,3,1,1
24,SV Werder Bremen,1.FC Koeln,3,2,3,0
24,VfB Stuttgart,TSV 1860 Muenchen,2,0,3,0
24,SC Freiburg,Borussia Dortmund,2,2,1,1
24,Eintracht Frankfurt,Schalke 04,3,0,3,0
25,Schalke 04,Hannover 96,2,2,1,1
25,Borussia Dortmund,Eintracht Frankfurt,2,0,3,0
