Bundesliga,Germany,2004-2005
Matchday,Home Team,Away Team,Goals Home,Goals Away,Points Home,Points Away
1,SV Werder Bremen,Schalke 04,1,0,3,0
1,1.FC Kaiserslautern,1.FC Nuernberg,1,3,0,3
1,SC Freiburg,FC Hansa Rostock,0,0,1,1
1,Borussia Dortmund,VfL Wolfsburg,1,2,0,3
1,Bayer Leverkusen,Hannover 96,2,1,3,0
1,Hertha BSC,VfL Bochum,2,2,1,1
1,Hamburger SV,FC Bayern Muenchen,0,2,0,3
1,Arminia Bielefeld,Borussia Mgladbach,0,0,1,1
1,VfB Stuttgart,FSV Mainz 05,4,2,3,0
2,FSV Mainz 05,Hamburger SV,2,1,3,0
2,FC Bayern Muenchen,Hertha BSC,1,1,1,1
2,Borussia Mgladbach,Borussia Dortmund,2,3,0,3
2,FC Hansa Rostock,SV Werder Bremen,0,4,0,3
2,Schalke 04,1.FC Kaiserslautern,2,1,3,0
2,1.FC Nuernberg,VfB Stuttgart,1,1,1,1
2,VfL Bochum,Bayer Leverkusen,2,2,1,1
2,VfL Wolfsburg,SC Freiburg,0,1,0,3
2,Hannover 96,Arminia Bielefeld,0,1,0,3
3,1.FC Kaiserslautern,VfB Stuttgart,2,3,0,3
3,SC Freiburg,Borussia Mgladbach,1,1,1,1
3,Arminia Bielefeld,VfL Bochum,1,2,0,3
3,Hertha BSC,FSV Mainz 05,1,1,1,1
3,Bayer Leverkusen,FC Bayern Muenchen,4,1,3,0
3,Hamburger SV,1.FC Nuernberg,4,3,3,0
3,Schalke 04,FC Hansa Rostock,0,2,0,3
3,Borussia Dortmund,Hannover 96,1,1,1,1
3,SV Werder Bremen,VfL Wolfsburg,1,2,0,3
4,FSV Mainz 05,Bayer Leverkusen,2,0,3,0
4,FC Bayern Muenchen,Arminia Bielefeld,1,0,3,0
4,VfL Bochum,Borussia Dortmund,2,2,1,1
4,Borussia Mgladbach,SV Werder Bremen,3,1,3,0
4,VfL Wolfsburg,Schalke 04,3,0,3,0
4,VfB Stuttgart,Hamburger SV,2,0,3,0
4,1.FC Nuernberg,Hertha BSC,0,0,1,1
4,FC Hansa Rostock,1.FC Kaiserslautern,2,3,0,3
4,Hannover 96,SC Freiburg,2,2,1,1
5,1.FC Kaiserslautern,Hamburger SV,2,1,3,0
5,Borussia Dortmund,FC Bayern Muenchen,2,2,1,1
5,Arminia Bielefeld,FSV Mainz 05,1,1,1,1
5,Bayer Leverkusen,1.FC Nuernberg,2,2,1,1
5,FC Hansa Rostock,VfL Wolfsburg,1,2,0,3
5,SV Werder Bremen,Hannover 96,3,0,3,0
5,Schalke 04,Borussia Mgladbach,3,2,3,0
5,SC Freiburg,VfL Bochum,1,1,1,1
5,Hertha BSC,VfB Stuttgart,0,0,1,1
6,FC Bayern Muenchen,SC Freiburg,3,1,3,0
6,Hannover 96,Schalke 04,1,0,3,0
6,VfL Bochum,SV Werder Bremen,1,4,0,3
6,Borussia Mgladbach,FC Hansa Rostock,2,2,1,1
6,VfL Wolfsburg,1.FC Kaiserslautern,2,1,3,0
6,VfB Stuttgart,Bayer Leverkusen,3,0,3,0
6,1.FC Nuernberg,Arminia Bielefeld,1,2,0,3
6,FSV Mainz 05,Borussia Dortmund,1,1,1,1
6,Hamburger SV,Hertha BSC,2,1,3,0
7,1.FC Kaiserslautern,Hertha BSC,0,2,0,3
7,Borussia Dortmund,1.FC Nuernberg,2,2,1,1
7,SC Freiburg,FSV Mainz 05,1,2,0,3
7,VfL Wolfsburg,Borussia Mgladbach,2,1,3,0
7,Bayer Leverkusen,Hamburger SV,3,0,3,0
7,FC Hansa Rostock,Hannover 96,1,3,0,3
7,SV Werder Bremen,FC Bayern Muenchen,1,2,0,3
7,Arminia Bielefeld,VfB Stuttgart,0,2,0,3
7,Schalke 04,VfL Bochum,3,2,3,0
8,FSV Mainz 05,SV Werder Bremen,2,1,3,0
8,VfL Bochum,FC Hansa Rostock,0,1,0,3
8,FC Bayern Muenchen,Schalke 04,0,1,0,3
8,Hannover 96,VfL Wolfsburg,3,0,3,0
8,Hertha BSC,Bayer Leverkusen,3,1,3,0
8,Borussia Mgladbach,1.FC Kaiserslautern,2,0,3,0
8,Hamburger SV,Arminia Bielefeld,0,2,0,3
8,1.FC Nuernberg,SC Freiburg,3,0,3,0
8,VfB Stuttgart,Borussia Dortmund,2,0,3,0
9,1.FC Kaiserslautern,Bayer Leverkusen,0,0,1,1
9,SC Freiburg,VfB Stuttgart,2,0,3,0
9,Borussia Dortmund,Hamburger SV,0,2,0,3
9,Arminia Bielefeld,Hertha BSC,1,0,3,0
9,Borussia Mgladbach,Hannover 96,0,2,0,3
9,FC Hansa Rostock,FC Bayern Muenchen,0,2,0,3
9,VfL Wolfsburg,VfL Bochum,3,0,3,0
9,Schalke 04,FSV Mainz 05,2,1,3,0
9,SV Werder Bremen,1.FC Nuernberg,4,1,3,0
10,FSV Mainz 05,FC Hansa Rostock,3,1,3,0
10,FC Bayern Muenchen,VfL Wolfsburg,2,0,3,0
10,VfL Bochum,Borussia Mgladbach,3,0,3,0
10,Bayer Leverkusen,Arminia Bielefeld,3,2,3,0
10,Hannover 96,1.FC Kaiserslautern,3,1,3,0
10,Hertha BSC,Borussia Dortmund,0,1,0,3
10,Hamburger SV,SC Freiburg,4,0,3,0
10,VfB Stuttgart,SV Werder Bremen,1,2,0,3
10,1.FC Nuernberg,Schalke 04,0,2,0,3
11,1.FC Kaiserslautern,Arminia Bielefeld,2,1,3,0
11,Borussia Dortmund,Bayer Leverkusen,1,0,3,0
11,SC Freiburg,Hertha BSC,1,3,0,3
11,Hannover 96,VfL Bochum,3,0,3,0
11,Borussia Mgladbach,FC Bayern Muenchen,2,0,3,0
11,FC Hansa Rostock,1.FC Nuernberg,0,2,0,3
11,VfL Wolfsburg,FSV Mainz 05,4,3,3,0
11,Schalke 04,VfB Stuttgart,3,2,3,0
11,SV Werder Bremen,Hamburger SV,1,1,1,1
12,FSV Mainz 05,Borussia Mgladbach,1,1,1,1
12,VfL Bochum,1.FC Kaiserslautern,1,1,1,1
12,FC Bayern Muenchen,Hannover 96,3,0,3,0
12,Arminia Bielefeld,Borussia Dortmund,1,0,3,0
12,Hertha BSC,SV Werder Bremen,1,1,1,1
12,Bayer Leverkusen,SC Freiburg,4,1,3,0
12,Hamburger SV,Schalke 04,1,2,0,3
12,1.FC Nuernberg,VfL Wolfsburg,4,0,3,0
12,VfB Stuttgart,FC Hansa Rostock,4,0,3,0
13,1.FC Kaiserslautern,Borussia Dortmund,1,0,3,0
13,SC Freiburg,Arminia Bielefeld,2,3,0,3
13,VfL Bochum,FC Bayern Muenchen,1,3,0,3
13,Borussia Mgladbach,1.FC Nuernberg,2,1,3,0
13,Hannover 96,FSV Mainz 05,2,0,3,0
13,VfL Wolfsburg,VfB Stuttgart,3,0,3,0
13,FC Hansa Rostock,Hamburger SV,0,6,0,3
13,Schalke 04,Hertha BSC,1,3,0,3
13,SV Werder Bremen,Bayer Leverkusen,2,2,1,1
14,FSV Mainz 05,VfL Bochum,1,0,3,0
14,Borussia Dortmund,SC Freiburg,2,0,3,0
14,FC Bayern Muenchen,1.FC Kaiserslautern,3,1,3,0
14,Arminia Bielefeld,SV Werder Bremen,2,1,3,0
14,Bayer Leverkusen,Schalke 04,0,3,0,3
14,Hertha BSC,FC Hansa Rostock,1,1,1,1
14,VfB Stuttgart,Borussia Mgladbach,1,0,3,0
14,Hamburger SV,VfL Wolfsburg,3,1,3,0
14,1.FC Nuernberg,Hannover 96,1,1,1,1
15,1.FC Kaiserslautern,SC Freiburg,3,0,3,0
15,FC Bayern Muenchen,FSV Mainz 05,4,2,3,0
15,VfL Bochum,1.FC Nuernberg,3,1,3,0
15,Borussia Mgladbach,Hamburger SV,1,3,0,3
15,Hannover 96,VfB Stuttgart,0,0,1,1
15,VfL Wolfsburg,Hertha BSC,2,3,0,3
15,Schalke 04,Arminia Bielefeld,2,1,3,0
15,FC Hansa Rostock,Bayer Leverkusen,0,2,0,3
15,SV Werder Bremen,Borussia Dortmund,2,0,3,0
16,1.FC Kaiserslautern,FSV Mainz 05,2,0,3,0
16,SC Freiburg,SV Werder Bremen,0,6,0,3
16,Borussia Dortmund,Schalke 04,0,1,0,3
16,Bayer Leverkusen,VfL Wolfsburg,2,1,3,0
16,Arminia Bielefeld,FC Hansa Rostock,1,1,1,1
16,Hertha BSC,Borussia Mgladbach,6,0,3,0
16,VfB Stuttgart,VfL Bochum,5,2,3,0
16,Hamburger SV,Hannover 96,0,2,0,3
16,1.FC Nuernberg,FC Bayern Muenchen,2,2,1,1
17,FSV Mainz 05,1.FC Nuernberg,0,1,0,3
17,FC Bayern Muenchen,VfB Stuttgart,2,2,1,1
17,Hannover 96,Hertha BSC,0,1,0,3
17,VfL Bochum,Hamburger SV,1,2,0,3
17,Borussia Mgladbach,Bayer Leverkusen,1,1,1,1
17,FC Hansa Rostock,Borussia Dortmund,1,1,1,1
17,VfL Wolfsburg,Arminia Bielefeld,5,0,3,0
17,Schalke 04,SC Freiburg,1,1,1,1
17,SV Werder Bremen,1.FC Kaiserslautern,1,1,1,1
18,1.FC Nuernberg,1.FC Kaiserslautern,1,3,0,3
18,FC Hansa Rostock,SC Freiburg,0,0,1,1
18,VfL Wolfsburg,Borussia Dortmund,1,2,0,3
18,Hannover 96,Bayer Leverkusen,0,3,0,3
18,Borussia Mgladbach,Arminia Bielefeld,1,0,3,0
18,VfL Bochum,Hertha BSC,2,2,1,1
18,FC Bayern Muenchen,Hamburger SV,3,0,3,0
18,FSV Mainz 05,VfB Stuttgart,2,3,0,3
18,Schalke 04,SV Werder Bremen,2,1,3,0
19,Hamburger SV,FSV Mainz 05,2,1,3,0
19,Hertha BSC,FC Bayern Muenchen,0,0,1,1
19,Arminia Bielefeld,Hannover 96,0,1,0,3
19,Bayer Leverkusen,VfL Bochum,4,0,3,0
19,Borussia Dortmund,Borussia Mgladbach,1,1,1,1
19,SV Werder Bremen,FC Hansa Rostock,3,2,3,0
19,SC Freiburg,VfL Wolfsburg,1,0,3,0
19,VfB Stuttgart,1.FC Nuernberg,2,4,0,3
19,1.FC Kaiserslautern,Schalke 04,2,0,3,0
20,VfB Stuttgart,1.FC Kaiserslautern,1,1,1,1
20,Borussia Mgladbach,SC Freiburg,3,2,3,0
20,Hannover 96,Borussia Dortmund,1,3,0,3
20,VfL Bochum,Arminia Bielefeld,1,1,1,1
20,FSV Mainz 05,Hertha BSC,0,3,0,3
20,FC Bayern Muenchen,Bayer Leverkusen,2,0,3,0
20,1.FC Nuernberg,Hamburger SV,1,3,0,3
20,FC Hansa Rostock,Schalke 04,2,2,1,1
20,VfL Wolfsburg,SV Werder Bremen,2,3,0,3
21,Bayer Leverkusen,FSV Mainz 05,2,0,3,0
21,Arminia Bielefeld,FC Bayern Muenchen,3,1,3,0
21,Borussia Dortmund,VfL Bochum,1,0,3,0
21,SV Werder Bremen,Borussia Mgladbach,2,0,3,0
21,SC Freiburg,Hannover 96,0,0,1,1
21,Schalke 04,VfL Wolfsburg,3,0,3,0
21,1.FC Kaiserslautern,FC Hansa Rostock,2,1,3,0
21,Hertha BSC,1.FC Nuernberg,2,1,3,0
21,Hamburger SV,VfB Stuttgart,2,1,3,0
22,Hamburger SV,1.FC Kaiserslautern,2,1,3,0
22,FC Bayern Muenchen,Borussia Dortmund,5,0,3,0
22,VfL Bochum,SC Freiburg,3,1,3,0
22,FSV Mainz 05,Arminia Bielefeld,0,0,1,1
22,VfB Stuttgart,Hertha BSC,1,0,3,0
22,1.FC Nuernberg,Bayer Leverkusen,2,4,0,3
22,VfL Wolfsburg,FC Hansa Rostock,4,0,3,0
22,Hannover 96,SV Werder Bremen,1,4,0,3
22,Borussia Mgladbach,Schalke 04,1,3,0,3
23,Borussia Dortmund,FSV Mainz 05,3,0,3,0
23,SC Freiburg,FC Bayern Muenchen,0,1,0,3
23,Schalke 04,Hannover 96,1,0,3,0
23,SV Werder Bremen,VfL Bochum,4,0,3,0
23,Hertha BSC,Hamburger SV,4,1,3,0
23,FC Hansa Rostock,Borussia Mgladbach,0,0,1,1
23,1.FC Kaiserslautern,VfL Wolfsburg,0,0,1,1
23,Bayer Leverkusen,VfB Stuttgart,1,1,1,1
23,Arminia Bielefeld,1.FC Nuernberg,3,1,3,0
24,Hertha BSC,1.FC Kaiserslautern,1,1,1,1
24,1.FC Nuernberg,Borussia Dortmund,2,2,1,1
24,FSV Mainz 05,SC Freiburg,5,0,3,0
24,VfB Stuttgart,Arminia Bielefeld,2,1,3,0
24,Borussia Mgladbach,VfL Wolfsburg,1,0,3,0
24,Hamburger SV,Bayer Leverkusen,1,0,3,0
24,Hannover 96,FC Hansa Rostock,0,1,0,3
24,VfL Bochum,Schalke 04,0,2,0,3
24,FC Bayern Muenchen,SV Werder Bremen,1,0,3,0
25,SV Werder Bremen,FSV Mainz 05,0,0,1,1
25,FC Hansa Rostock,VfL Bochum,3,1,3,0
25,Schalke 04,FC Bayern Muenchen,1,0,3,0
25,VfL Wolfsburg,Hannover 96,1,0,3,0
25,Bayer Leverkusen,Hertha BSC,3,3,1,1
25,1.FC Kaiserslautern,Borussia Mgladbach,1,0,3,0
25,Arminia Bielefeld,Hamburger SV,3,4,0,3
25,Borussia Dortmund,VfB Stuttgart,0,2,0,3
25,SC Freiburg,1.FC Nuernberg,2,3,0,3
26,Bayer Leverkusen,1.FC Kaiserslautern,2,0,3,0
26,VfB Stuttgart,SC Freiburg,1,0,3,0
26,Hertha BSC,Arminia Bielefeld,3,0,3,0
26,Hamburger SV,Borussia Dortmund,2,3,0,3
26,Hannover 96,Borussia Mgladbach,2,1,3,0
26,FC Bayern Muenchen,FC Hansa Rostock,3,1,3,0
26,VfL Bochum,VfL Wolfsburg,5,1,3,0
26,FSV Mainz 05,Schalke 04,2,1,3,0
26,1.FC Nuernberg,SV Werder Bremen,1,2,0,3
27,FC Hansa Rostock,FSV Mainz 05,2,0,3,0
27,VfL Wolfsburg,FC Bayern Muenchen,0,3,0,3
27,Borussia Mgladbach,VfL Bochum,2,2,1,1
27,Arminia Bielefeld,Bayer Leverkusen,1,0,3,0
27,1.FC Kaiserslautern,Hannover 96,0,2,0,3
27,Borussia Dortmund,Hertha BSC,2,1,3,0
27,SC Freiburg,Hamburger SV,1,1,1,1
27,Schalke 04,1.FC Nuernberg,4,1,3,0
27,SV Werder Bremen,VfB Stuttgart,1,2,0,3
28,Arminia Bielefeld,1.FC Kaiserslautern,0,2,0,3
28,Bayer Leverkusen,Borussia Dortmund,0,1,0,3
28,Hertha BSC,SC Freiburg,3,1,3,0
28,VfL Bochum,Hannover 96,1,0,3,0
28,FSV Mainz 05,VfL Wolfsburg,0,2,0,3
28,FC Bayern Muenchen,Borussia Mgladbach,2,1,3,0
28,1.FC Nuernberg,FC Hansa Rostock,3,0,3,0
28,Hamburger SV,SV Werder Bremen,1,2,0,3
28,VfB Stuttgart,Schalke 04,3,0,3,0
29,Borussia Mgladbach,FSV Mainz 05,1,1,1,1
29,1.FC Kaiserslautern,VfL Bochum,1,2,0,3
29,Hannover 96,FC Bayern Muenchen,0,1,0,3
29,Borussia Dortmund,Arminia Bielefeld,1,1,1,1
29,SC Freiburg,Bayer Leverkusen,1,3,0,3
29,Schalke 04,Hamburger SV,1,2,0,3
29,SV Werder Bremen,Hertha BSC,0,1,0,3
29,FC Hansa Rostock,VfB Stuttgart,2,1,3,0
29,VfL Wolfsburg,1.FC Nuernberg,0,1,0,3
30,Borussia Dortmund,1.FC Kaiserslautern,4,2,3,0
30,FC Bayern Muenchen,VfL Bochum,3,1,3,0
30,Arminia Bielefeld,SC Freiburg,3,1,3,0
30,FSV Mainz 05,Hannover 96,2,0,3,0
30,1.FC Nuernberg,Borussia Mgladbach,0,0,1,1
30,Hamburger SV,FC Hansa Rostock,3,0,3,0
30,VfB Stuttgart,VfL Wolfsburg,0,0,1,1
30,Hertha BSC,Schalke 04,4,1,3,0
30,Bayer Leverkusen,SV Werder Bremen,2,1,3,0
31,VfL Bochum,FSV Mainz 05,2,6,0,3
31,1.FC Kaiserslautern,FC Bayern Muenchen,0,4,0,3
31,SC Freiburg,Borussia Dortmund,2,2,1,1
31,Schalke 04,Bayer Leverkusen,3,3,1,1
31,SV Werder Bremen,Arminia Bielefeld,3,0,3,0
31,FC Hansa Rostock,Hertha BSC,2,1,3,0
31,VfL Wolfsburg,Hamburger SV,1,0,3,0
31,Hannover 96,1.FC Nuernberg,1,0,3,0
31,Borussia Mgladbach,VfB Stuttgart,2,0,3,0
32,SC Freiburg,1.FC Kaiserslautern,1,2,0,3
32,FSV Mainz 05,FC Bayern Muenchen,2,4,0,3
32,1.FC Nuernberg,VfL Bochum,2,1,3,0
