Bundesliga,Germany,1997-1998
Matchday,Home Team,Away Team,Goals Home,Goals Away,Points Home,Points Away
25,Arminia Bielefeld,MSV Duisburg,3,3,1,1
26,1.FC Kaiserslautern,TSV 1860 Muenchen,1,0,3,0
26,Borussia Mgladbach,SV Werder Bremen,0,0,1,1
26,VfL Wolfsburg,Karlsruher SC,1,2,0,3
26,FC Bayern Muenchen,VfL Bochum,0,0,1,1
26,Hertha BSC,Schalke 04,1,4,0,3
26,MSV Duisburg,Bayer Leverkusen,1,1,1,1
26,Borussia Dortmund,Arminia Bielefeld,3,2,3,0
26,1.FC Koeln,FC Hansa Rostock,0,0,1,1
26,Hamburger SV,VfB Stuttgart,0,0,1,1
27,SV Werder Bremen,VfL Wolfsburg,3,1,3,0
27,Bayer Leverkusen,Borussia Dortmund,2,2,1,1
27,Schalke 04,1.FC Koeln,1,0,3,0
27,VfL Bochum,Hertha BSC,2,1,3,0
27,Karlsruher SC,Hamburger SV,0,1,0,3
27,Arminia Bielefeld,1.FC Kaiserslautern,2,2,1,1
27,FC Hansa Rostock,MSV Duisburg,2,1,3,0
27,VfB Stuttgart,FC Bayern Muenchen,0,3,0,3
27,TSV 1860 Muenchen,Borussia Mgladbach,2,0,3,0
28,1.FC Koeln,VfL Bochum,2,1,3,0
28,Hamburger SV,SV Werder Bremen,2,1,3,0
28,FC Bayern Muenchen,Karlsruher SC,1,1,1,1
28,Hertha BSC,VfB Stuttgart,3,0,3,0
28,Borussia Dortmund,MSV Duisburg,3,0,3,0
28,1.FC Kaiserslautern,Bayer Leverkusen,0,3,0,3
28,VfL Wolfsburg,TSV 1860 Muenchen,1,0,3,0
28,Schalke 04,FC Hansa Rostock,0,0,1,1
28,Borussia Mgladbach,Arminia Bielefeld,0,0,1,1
29,MSV Duisburg,1.FC Kaiserslautern,1,1,1,1
29,VfL Bochum,Schalke 04,3,0,3,0
29,Arminia Bielefeld,VfL Wolfsburg,0,1,0,3
29,FC Hansa Rostock,Borussia Dortmund,3,1,3,0
29,Karlsruher SC,Hertha BSC,0,2,0,3
29,SV Werder Bremen,FC Bayern Muenchen,0,3,0,3
29,TSV 1860 Muenchen,Hamburger SV,1,1,1,1
29,Bayer Leverkusen,Borussia Mgladbach,1,1,1,1
29,VfB Stuttgart,1.FC Koeln,1,1,1,1
30,1.FC Kaiserslautern,Borussia Dortmund,1,1,1,1
30,VfL Wolfsburg,Bayer Leverkusen,1,0,3,0
30,Hamburger SV,Arminia Bielefeld,2,0,3,0
30,1.FC Koeln,Karlsruher SC,0,1,0,3
30,Schalke 04,VfB Stuttgart,3,4,0,3
30,FC Bayern Muenchen,TSV 1860 Muenchen,3,1,3,0
30,Hertha BSC,SV Werder Bremen,0,2,0,3
30,VfL Bochum,FC Hansa Rostock,1,3,0,3
30,Borussia Mgladbach,MSV Duisburg,0,3,0,3
31,MSV Duisburg,VfL Wolfsburg,2,2,1,1
31,FC Hansa Rostock,1.FC Kaiserslautern,2,2,1,1
31,Karlsruher SC,Schalke 04,0,0,1,1
31,SV Werder Bremen,1.FC Koeln,3,0,3,0
31,TSV 1860 Muenchen,Hertha BSC,3,1,3,0
31,Arminia Bielefeld,FC Bayern Muenchen,4,4,1,1
31,Bayer Leverkusen,Hamburger SV,5,0,3,0
31,Borussia Dortmund,Borussia Mgladbach,1,2,0,3
31,VfB Stuttgart,VfL Bochum,2,0,3,0
32,VfL Bochum,Karlsruher SC,3,3,1,1
32,Hamburger SV,MSV Duisburg,1,0,3,0
32,VfL Wolfsburg,Borussia Dortmund,1,4,0,3
32,Schalke 04,SV Werder Bremen,0,1,0,3
32,1.FC Kaiserslautern,Borussia Mgladbach,3,2,3,0
32,FC Hansa Rostock,VfB Stuttgart,1,1,1,1
32,Hertha BSC,Arminia Bielefeld,1,1,1,1
32,1.FC Koeln,TSV 1860 Muenchen,2,3,0,3
32,FC Bayern Muenchen,Bayer Leverkusen,2,1,3,0
33,SV Werder Bremen,VfL Bochum,1,0,3,0
33,Borussia Dortmund,Hamburger SV,0,1,0,3
33,1.FC Kaiserslautern,VfL Wolfsburg,4,0,3,0
33,Karlsruher SC,VfB Stuttgart,4,2,3,0
33,TSV 1860 Muenchen,Schalke 04,1,0,3,0
33,Arminia Bielefeld,1.FC Koeln,2,1,3,0
33,Bayer Leverkusen,Hertha BSC,0,1,0,3
33,MSV Duisburg,FC Bayern Muenchen,0,0,1,1
33,Borussia Mgladbach,FC Hansa Rostock,5,2,3,0
34,FC Bayern Muenchen,Borussia Dortmund,4,0,3,0
34,1.FC Koeln,Bayer Leverkusen,2,2,1,1
34,FC Hansa Rostock,Karlsruher SC,4,2,3,0
34,Hertha BSC,MSV Duisburg,1,3,0,3
34,Hamburger SV,1.FC Kaiserslautern,1,1,1,1
34,Schalke 04,Arminia Bielefeld,2,1,3,0
34,VfL Bochum,TSV 1860 Muenchen,1,0,3,0
34,VfB Stuttgart,SV Werder Bremen,1,0,3,0
34,VfL Wolfsburg,Borussia Mgladbach,0,2,0,3
